merchant_id,date,day_index,payment_mix_hhi_7d,payment_mix_hhi_28d,payment_mix_hhi_60d,payment_mix_l1_drift_7v28,payment_mix_l1_drift_28v60,refund_rate_7d,refund_rate_28d,refund_rate_60d,refund_amount_to_gmv_28d,refund_count_28d,chargeback_rate_7d,chargeback_rate_28d,chargeback_rate_60d,chargeback_amount_to_gmv_28d,chargeback_count_28d,days_since_last_chargeback,fulfillment_on_time_rate_7d,fulfillment_on_time_rate_28d,fulfillment_on_time_rate_60d,fulfillment_delay_avg_days_28d,new_customer_rate_7d,new_customer_rate_28d,new_customer_rate_60d,customer_count_28d,liquidity_balance_28d,liquidity_to_gmv_ratio_28d,pending_settlement_to_gmv_28d,liquidity_coefficient_of_variation_28d,gmv_level_28d,transaction_count_level_28d,gmv_coefficient_of_variation_28d,merchant_tenure_days,is_weekend,day_of_year_sin,day_of_year_cos,chargeback_rate_velocity_7v28,chargeback_rate_velocity_28v60,chargeback_rate_acceleration,refund_rate_velocity_7v28,refund_rate_velocity_28v60,refund_rate_acceleration,fulfillment_on_time_rate_velocity_7v28,fulfillment_on_time_rate_velocity_28v60,fulfillment_on_time_rate_acceleration,gmv_velocity_7v28,gmv_velocity_28v60,gmv_acceleration,transaction_count_velocity_7v28,new_customer_rate_velocity_7v28,chargeback_rate_deviation_z,refund_rate_deviation_z,gmv_deviation_z,fulfillment_on_time_rate_deviation_z,new_customer_rate_deviation_z,liquidity_deviation_z
M0000,2024-01-01,0,0.29408716361659,0.29408716361659,0.29408716361659,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.1643461098174098,1.0,0.0,0.0,0.0,0.0,0.0,90.0,0.9084221577058672,0.9084221577058672,0.9084221577058672,3.5751988026814443,0.5714285714285714,0.5714285714285714,0.5714285714285714,7.0,59391.05292403191,5.359720516179828,0.8356538901825904,0.0,11080.998112633535,7.0,0.0,1350,0,0.017201575418260506,0.9998520419557735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M0000,2024-01-02,1,0.2875286314000296,0.2875286314000296,0.2875286314000296,0.0,0.0,0.125,0.125,0.125,0.12974386652169023,2.0,0.0,0.0,0.0,0.0,0.0,90.0,0.920908596570906,0.920908596570906,0.920908596570906,4.065205110922485,0.5625,0.5625,0.5625,8.0,59411.79914640973,4.929393124688108,1.2544019211904025,0.0004938343809858276,12052.558528727372,8.0,0.1140001862533854,1351,0,0.03439806061360801,0.9994082116062598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7071067811865476,0.7071067811865482,0.7071067811865476,-0.7071067811865475,0.7071067811864236
M0000,2024-01-03,2,0.28206321181811056,0.28206321181811056,0.28206321181811056,0.0,0.0,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15637970793731756,4.0,0.0,0.0,0.0,0.0,0.0,90.0,0.9237773894429805,0.9237773894429805,0.9237773894429805,4.158583498917211,0.5769230769230769,0.5769230769230769,0.5769230769230769,8.666666666666666,59778.84270937921,4.8098794379891165,1.4062488477277675,0.01064049569113808,12428.345342138382,8.666666666666666,0.09409413511044337,1352,0,0.051584366869408364,0.9986686402879997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9120579223975369,0.8261097582737034,0.7440631276276726,0.9120579223975366,1.1533943700599962
M0000,2024-01-04,3,0.2842971935671212,0.2842971935671212,0.2842971935671212,0.0,0.0,0.13157894736842105,0.13157894736842105,0.13157894736842105,0.135609838914604,5.0,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.023870750965239475,1.0,0.0,0.9185872586239752,0.9185872586239752,0.9185872586239752,4.116237183344632,0.5526315789473685,0.5526315789473685,0.5526315789473685,9.5,60636.81435306525,4.550880248351515,1.4545649100859668,0.029566465704560504,13324.194670916684,9.5,0.152372944463747,1353,0,0.06875540848113941,0.9976335468520451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,-0.530484292251497,1.187199543820903,0.09930230586696039,-1.2441928789202736,1.4281990469797092
M0000,2024-01-05,4,0.2867414757189622,0.2867414757189622,0.2867414757189622,0.0,0.0,0.09433962264150944,0.09433962264150944,0.09433962264150944,0.10037330321375973,5.0,0.018867924528301886,0.018867924528301886,0.018867924528301886,0.01766823221494221,1.0,1.0,0.925895485921493,0.925895485921493,0.925895485921493,3.9843732282703055,0.5660377358490566,0.5660377358490566,0.5660377358490566,10.6,61853.48638263815,4.29497108238701,1.5394157889940006,0.050642685662364545,14401.374350642174,10.6,0.20707152038710264,1354,0,0.08590610426133272,0.9963032375991965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.777098256692504,-1.5610825326271098,1.3798010235912304,0.9384168051684176,0.014491122037861258,1.56694190023777
M0000,2024-01-06,5,0.2872753266459771,0.2872753266459771,0.2872753266459771,0.0,0.0,0.1044776119402985,0.1044776119402985,0.1044776119402985,0.10905868113438723,7.0,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.013914820020189561,1.0,2.0,0.919217342583121,0.919217342583121,0.919217342583121,3.8216134342321637,0.5671641791044776,0.5671641791044776,0.5671641791044776,11.166666666666666,63181.97229384284,4.14624518281932,1.5994526978677217,0.06796332786431766,15238.358926685813,11.166666666666666,0.220770077060822,1355,1,0.10303137904317879,0.9946781061893646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42420106814385605,-0.9233808388752665,1.3917608085374968,-0.041235565587744105,0.12713811844078365,1.6155622188377696
M0000,2024-01-07,6,0.2861891559996482,0.2861891559996482,0.2861891559996482,0.0,0.0,0.0963855421686747,0.0963855421686747,0.0963855421686747,0.10085402040057932,8.0,0.024096385542168676,0.024096385542168676,0.024096385542168676,0.02248192947931168,2.0,0.0,0.9193542839085648,0.9193542839085648,0.9193542839085648,3.835918104190396,0.5542168674698795,0.5542168674698795,0.5542168674698795,11.857142857142858,64870.60957512095,3.967101660360218,1.6107950076588824,0.09162220667751758,16352.141973904096,11.857142857142858,0.26028205699912943,1356,1,0.1201261651823505,0.9927586335250793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0204673703037708,-1.062830967900334,1.4930195500603078,-0.017568083168310367,-1.161694451356487,1.6954032826028995
M0000,2024-01-08,7,0.28554980791950296,0.28626856696877173,0.28626856696877173,0.0025942615707529315,0.0,0.09411764705882353,0.09782608695652174,0.09782608695652174,0.10255981006384318,9.0,0.023529411764705882,0.021739130434782608,0.021739130434782608,0.02029815287050827,2.0,1.0,0.9166559363318881,0.9160294531755604,0.9160294531755604,3.8740035309813514,0.5529411764705883,0.5543478260869565,0.5543478260869565,11.5,66163.08102406931,4.174994968854209,1.7092478492212235,0.09984907533268444,15847.463653884877,11.5,0.2644605507385448,1357,0,0.13718540405660057,0.9905453876091833,0.001790281329923274,0.0,0.001790281329923274,-0.0037084398976982152,0.0,-0.0037084398976982152,0.0006264831563277395,0.0,0.0006264831563277395,0.042967358286590596,0.0,0.042967358286590596,0.05590062111801242,-0.0014066496163682718,0.8965343659642138,-1.0439851289544826,1.4033224038207717,-0.44858981047041707,-1.1513425864823108,2.0095623610928164
M0000,2024-01-09,8,0.28695489612054337,0.2870464804599453,0.2870464804599453,0.0022081549922266658,0.0,0.09302325581395349,0.09803921568627451,0.09803921568627451,0.10250434033350332,10.0,0.023255813953488372,0.0196078431372549,0.0196078431372549,0.01810900462593283,2.0,2.0,0.9138813812524748,0.9149836895377189,0.9149836895377189,3.8401116771102584,0.5697674418604651,0.5686274509803921,0.5686274509803921,11.333333333333334,67306.81525139973,4.262749973232784,1.6981472585942248,0.10501647529411678,15789.529218002812,11.333333333333334,0.24853175435456973,1358,0,0.1542040475626894,0.988039023376751,0.00364797081623347,0.0,0.00364797081623347,-0.005015959872321021,0.0,-0.005015959872321021,-0.001102308285244158,0.0,-0.001102308285244158,0.06762113654434887,0.0,0.06762113654434887,0.08403361344537807,0.001139990880072994,0.8505892678775298,-1.0145766887191523,1.4692940828570074,-0.917037561221221,0.7064955361943673,2.332858695919351
M0000,2024-01-10,9,0.2883285302687334,0.28681440184074464,0.28681440184074464,0.005766095321811257,0.0,0.08139534883720931,0.09821428571428571,0.09821428571428571,0.10066345873281525,11.0,0.023255813953488372,0.017857142857142856,0.017857142857142856,0.016405714258899463,2.0,3.0,0.9123774193499894,0.9150238409787195,0.9150238409787195,3.823084880551755,0.5697674418604651,0.5714285714285714,0.5714285714285714,11.2,68186.96953138472,4.347006224416817,1.7124158708734947,0.10591405235544214,15685.960868513019,11.2,0.2367874339093004,1359,0,0.17117705961019986,0.985240282501282,0.005398671096345516,0.0,0.005398671096345516,-0.016818936877076404,0.0,-0.016818936877076404,-0.002646421628730078,0.0,-0.002646421628730078,0.08900448952906226,0.0,0.08900448952906226,0.09693877551020424,-0.0016611295681062677,0.8581741889893991,-1.4857239102551139,1.5312393192948799,-1.1792262180144124,0.625675339192268,2.586619021773511
